code,current_code,announced_on,old_registry,new_registry,headline,classification,method,pdf_url
HOR,HOR,2020-07-21,Computershare,Advanced Share Registry,Change of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20200721/pdf/44kq0vt9nf5s6y.pdf
CAT,CAT,2020-07-10,Computershare,Boardroom,Change of share registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200710/pdf/44kfgxvm2mmzmd.pdf
SI6,VRL,2020-07-01,Advanced Share Registry,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200701/pdf/44k4d7m9pbqbwl.pdf
MRQ,MRQ,2020-06-22,MUFG Corporate Markets,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200622/pdf/44jtmhmz2mv290.pdf
SCN,SCN,2020-06-16,Security Transfer Australia,Advanced Share Registry,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20200616/pdf/44jps5dq7mld0c.pdf
STC,M96,2020-05-29,Computershare,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200529/pdf/44j74tnr2wyc2b.pdf
SEI,EQR,2020-03-13,Computershare,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200313/pdf/44g0sb1smk7wsy.pdf
PL8,PL8,2020-03-06,Boardroom,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200306/pdf/44ftgmxwjbdwgp.pdf
BDI,TMS,2020-03-05,Automic,Advanced Share Registry,Change of share registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20200305/pdf/44fscl4y5ngq79.pdf
BRN,BRN,2020-02-24,Computershare,Boardroom,Change of Registry Provider,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200224/pdf/44fcxxlsfdw0mj.pdf
WQG,WQG,2020-02-24,Computershare,MUFG Corporate Markets,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200224/pdf/44fcrqwn9yxqft.pdf
REZ,REZ,2020-02-14,Boardroom,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200214/pdf/44f2w22sc7nhms.pdf
RDN,RDN,2020-02-07,MUFG Corporate Markets,Automic,Change of Share Registry Provider,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200207/pdf/44dwsw18v375sq.pdf
SVL,SVL,2020-01-31,Boardroom,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200131/pdf/44dq8hxrz15d82.pdf
T3D,T3D,2020-01-28,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200128/pdf/44djt675btq004.pdf
A3D,A3D,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
AAR,AAR,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
AGE,AGE,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
AKM,AKM,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
ALY,ALY,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
AMI,AMI,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
AON,AON,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
ARL,ARL,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
ASN,ASN,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
ASQ,ASQ,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
AUC,AUC,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
AUR,AUR,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
AZI,AZI,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
BCN,BCN,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
BXN,BLS,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
SCU,BP8,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
BSX,BSX,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
BUY,BUY,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
CAV,CAV,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
CCE,CCE,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
FYI,CCM,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
CDT,CDT,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
CEL,CEL,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
CIA,CIA,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
CMD,CMD,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
CPV,CPV,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
OAR,CR3,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
VMS,CRI,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
CVV,CVV,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
CXO,CXO,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
CYL,CYL,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
DKM,DKM,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
DTR,DTR,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
E25,E25,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
EME,EME,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
EMR,EMR,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
EMU,EMU,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
ENR,ENR,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
EPM,EPM,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
ERL,ERL,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
EXR,EXR,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
FFG,FFG,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
FFI,FFI,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
GAL,GAL,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
GBE,GBE,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
GSM,GSM,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
HOT,GUM,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
GWR,GWR,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
HAS,HAS,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
HCH,HCH,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
TNP,HYT,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
BIR,ICU,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
IMA,IMA,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
IMC,IMC,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
SAU,ION,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
IRD,IRD,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
ST1,ITS,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
JAT,JAT,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
KRR,KRR,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
LCY,LCY,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
MDI,MDI,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
MQR,MQR,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
MRR,MRR,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
MTC,MTC,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
XTD,MXO,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
NES,NES,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
NTI,NTI,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
PIQ,PIQ,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
PRX,PRX,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
PYC,PYC,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
RBR,RBR,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
RHI,RHI,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
RML,RML,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
RWD,RWD,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
SCN,SCN,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
AQI,SGC,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
ZIP,SKK,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
IBG,SKM,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
SOR,SOR,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
TAM,TAM,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
TAR,TAR,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
MSR,TCG,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
TGN,TGN,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
TLG,TLG,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
BDI,TMS,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
DAV,TSR,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
GLA,USC,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
RED,VAU,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
VMC,VMC,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
JXT,VNL,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
BMG,WAU,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
TRL,WIA,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
WWI,WWI,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
XRF,XRF,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
ZNC,ZNC,2020-01-20,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200120/pdf/44dct897nbz0j8.pdf
SFR,SFR,2020-01-17,Security Transfer Australia,Automic,Change of Share Registry Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20200117/pdf/44dbp6xw2wgy52.pdf
ARE,ORP,2020-01-13,Automic,Boardroom,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200113/pdf/44d6z3zdqy2rdc.pdf
RCP,NTM,2020-01-10,Computershare,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200110/pdf/44d5x83kdb51hz.pdf
NTU,NTU,2019-11-29,Security Transfer Australia,Automic,NTU - Change of share registry details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20191129/pdf/44c4bswr3hg9f1.pdf
MSE,ZEO,2019-11-29,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20191129/pdf/44c4p14rfqp7t9.pdf
ALI,ALI,2019-11-18,Computershare,Boardroom,Change of Share Registry provider,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20191118/pdf/44bnld6v7hb007.pdf
ARG,ARG,2019-11-18,Computershare,Boardroom,Change of Share Registry provider,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20191118/pdf/44bnl4q3qxwtk7.pdf
LCM,VBC,2019-10-11,MUFG Corporate Markets,Computershare,Details of Share Registry address,address_only,from_to,https://announcements.asx.com.au/asxpdf/20191011/pdf/449dtb0xzztw2d.pdf
AFL,AFL,2019-09-27,Boardroom,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20190927/pdf/448xwsysggvkqf.pdf
WGX,WGX,2019-09-26,Security Transfer Australia,Computershare,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20190926/pdf/448wnb0qbnx1ck.pdf
EOL,EOL,2019-09-23,Boardroom,MUFG Corporate Markets,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20190923/pdf/448r91gm9fkdjr.pdf
LKE,LKE,2019-09-23,MUFG Corporate Markets,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20190923/pdf/448rnpxd51wgrs.pdf
VXR,DVP,2019-09-13,Advanced Share Registry,MUFG Corporate Markets,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20190913/pdf/448j10jr02h3zq.pdf
CYQ,CYQ,2019-09-12,Advanced Share Registry,Computershare,Change of Share Registry,provider_change,two_brands,https://announcements.asx.com.au/asxpdf/20190912/pdf/448gn33wft25tm.pdf
AV1,AV1,2019-08-30,Security Transfer Australia,Computershare,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20190830/pdf/448192cgs7hf5r.pdf
GCR,GCR,2019-08-12,Boardroom,Automic,Change of Share Registry Details,provider_change,prior_doc+next_doc,https://announcements.asx.com.au/asxpdf/20190812/pdf/447dqsv2y91r12.pdf
CHK,ALR,2019-08-09,Security Transfer Australia,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20190809/pdf/447byyxcts23z8.pdf
LON,MBH,2019-08-02,Computershare,Boardroom,Change of Provider of Share Registry Management Services,registry_other,from_to,https://announcements.asx.com.au/asxpdf/20190802/pdf/4475hjjq90zst7.pdf
BCK,BCK,2019-07-22,MUFG Corporate Markets,Tricor,Change of Address of Principal Share Registrar,address_only,two_brands,https://announcements.asx.com.au/asxpdf/20190722/pdf/446rx9v6nxykl0.pdf
RNX,RNX,2019-07-19,Computershare,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20190719/pdf/446r8d2cn4yygx.pdf
PMY,BML,2019-07-12,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20190712/pdf/446kv42f7fnkjx.pdf
BGL,BGL,2019-07-10,Security Transfer Australia,Computershare,CHANGE OF SHARE REGISTRY,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20190710/pdf/446j0777h5tpbd.pdf
HYD,HYD,2019-06-21,MUFG Corporate Markets,Boardroom,Change in share registry services provider,provider_change,cease_plus_one,https://announcements.asx.com.au/asxpdf/20190621/pdf/44614308hph6sb.pdf
NVO,FMR,2019-06-17,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20190617/pdf/445wsqwpmlmd1v.pdf
BXB,BXB,2019-04-29,MUFG Corporate Markets,Boardroom,BRAMBLES CHANGE OF SHARE REGISTRY,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20190429/pdf/444llv5zqkj46g.pdf
ASL,PRN,2019-04-18,Computershare,MUFG Corporate Markets,ASL Change of Share Register Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20190418/pdf/444fp4k8c2jnvg.pdf
RSH,VHL,2019-04-11,Computershare,Security Transfer Australia,Details of Share Registry address,address_only,cease_plus_one,https://announcements.asx.com.au/asxpdf/20190411/pdf/4447dbpbvvrvf0.pdf
OVL,IXR,2019-03-25,Security Transfer Australia,Computershare,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20190325/pdf/443rffchvlyc6p.pdf
WBT,WBT,2019-03-08,Security Transfer Australia,Computershare,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20190308/pdf/443bhnzkb08rnb.pdf
AYR,STK,2019-03-01,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20190301/pdf/4434l8c5cr00br.pdf
ARV,ARV,2019-02-28,Security Transfer Australia,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20190228/pdf/4431y62v2bx2fs.pdf
IOD,IOD,2019-02-25,Automic,Boardroom,Change of Share Registry Provider,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20190225/pdf/442y5fd2v0gqt0.pdf
HLO,HLO,2019-02-15,Computershare,Automic,Change of Share Registry Details,provider_change,prior_doc+next_doc,https://announcements.asx.com.au/asxpdf/20190215/pdf/442nhkns0jdgrw.pdf
IS3,IS3,2019-02-08,Boardroom,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20190208/pdf/442h1pshpy7pmk.pdf
CNL,PHO,2019-02-08,Automic,Advanced Share Registry,Change of Share Registry Details,provider_change,cease_plus_one,https://announcements.asx.com.au/asxpdf/20190208/pdf/442h088c60312l.pdf
TNY,TNY,2019-01-21,MUFG Corporate Markets,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20190121/pdf/441zgbcc476p3n.pdf
AX8,AX8,2019-01-07,Automic,Advanced Share Registry,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20190107/pdf/441q761yywxzft.pdf
GBR,GBR,2019-01-04,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20190104/pdf/441nwlfp0n4j98.pdf
MZZ,AAM,2018-12-17,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20181217/pdf/4419ddh23kc2jd.pdf
SUP,FHE,2018-12-17,Security Transfer Australia,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20181217/pdf/4419d4hxtmrt21.pdf
GLE,GLE,2018-12-17,MUFG Corporate Markets,Boardroom,Change of Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20181217/pdf/4418nj0nsp5pkf.pdf
HZN,HZN,2018-12-10,Boardroom,Computershare,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20181210/pdf/44132b5kh2wkkl.pdf
IME,IME,2018-12-07,Boardroom,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20181207/pdf/4411vjgqkrc2xm.pdf
RCL,RCL,2018-12-03,Boardroom,Registry Direct,Change of Share Registry Details,provider_change,cease_plus_one,https://announcements.asx.com.au/asxpdf/20181203/pdf/440wlgjdqlgrzd.pdf
